liability,ticker,seed,selected_epoch,checkpoint_state,selected_penalized_validation_score,selection_penalty_at_checkpoint,implied_selected_validation_loss,selected_val_action_abs_mean,selected_val_delta_abs_mean,selected_val_bound_occupancy,selected_val_path_bound_touch,test_bound_occupancy,test_path_bound_touch,test_liability_offset_mean,test_liability_offset_cvar05,selection_metric,epochs_available
asian_call,QQQ,2345,11,trained_epoch,0.1154925012682286,0.05854740829213534,0.056945092976093264,0.0499584637582302,0.7575315833091736,0.5072230014025245,1.0,0.5246387283236994,1.0,-0.0089721774661878,-0.1153307763593537,val_loss,800
asian_call,QQQ,3456,5,trained_epoch,0.119622741183266,0.05310625239275396,0.06651648879051204,0.0294968765228986,0.5458768010139465,0.475,1.0,0.475,1.0,-0.0198274729329274,-0.0525377848318644,val_loss,800
asian_call,SPY,1234,295,trained_epoch,0.0483292676664514,0.0026872046447915642,0.04564206302165984,0.0462064519524574,0.2400306463241577,0.000558659217877,0.0125698324022346,0.0,0.0,-0.0111687476705919,-0.0465543951011366,val_loss,800
asian_call,SPY,2345,127,trained_epoch,0.1063332852900194,0.0591445599675345,0.047188725322484894,0.0497153848409652,0.7740256786346436,0.5115572625698324,1.0,0.5332748948106592,1.0,-0.0067406696333389,-0.0862511230839623,val_loss,800
asian_call,SPY,3456,648,trained_epoch,0.0474954426817221,0.002373959176949939,0.04512148350477216,0.039924219250679,0.2118472158908844,0.000558659217877,0.0083798882681564,0.0,0.0,-0.0122378879667342,-0.0544313421058985,val_loss,800
asian_call,TLT,1234,70,trained_epoch,0.0377940658924747,0.0023205217418838598,0.03547354415059084,0.0260654650628566,0.1697984784841537,0.0049220963172804,0.0410764872521246,0.0047401685393258,0.047752808988764,-0.005174046562347,-0.0682951126040683,val_loss,800
asian_call,TLT,2345,-1,initial_untrained,0.1443977192194641,0.10246324391676792,0.04193447530269617,0.050000000745058,0.9720326066017152,0.9249291784702548,1.0,0.925,1.0,-0.0134282386676981,-0.064829497391151,val_loss,800
asian_call,TLT,3456,161,trained_epoch,0.0443098066513962,0.006618269360584676,0.037691537290811525,0.082298956811428,0.2502808570861816,0.0370396600566572,0.3031161473087819,0.0378511235955056,0.321629213483146,-0.0003830971506298,-0.0982537139207124,val_loss,800
asian_call,XLE,1234,10,trained_epoch,0.1439677339047193,0.05349514000117779,0.09047259390354152,0.0336532443761825,0.5826873779296875,0.475,1.0,0.475,1.0,-0.0241606850701738,-0.05178988735295,val_loss,800
asian_call,XLE,2345,572,trained_epoch,0.1636297098249197,0.08174033378064632,0.08188937604427338,0.0499999970197677,0.8962990045547485,0.7252734375,1.0,0.8232042253521127,1.0,-0.0103879112015727,-0.1122572780069377,val_loss,800
asian_call,XLE,3456,14,trained_epoch,0.1439341479688883,0.05370451749861241,0.09022963047027588,0.0346473008394241,0.6015655994415283,0.47515625,1.0,0.475,1.0,-0.024548354339917,-0.0538092189364963,val_loss,800
asian_call,XLF,1234,339,trained_epoch,0.0634672780590585,0.006694271143012374,0.05677300691604612,0.0685245245695114,0.5152968168258667,0.0119868035190615,0.250733137829912,3.546099290780142e-05,0.001418439716312,-0.0135425042809343,-0.0610074151514305,val_loss,800
asian_call,XLF,2345,0,trained_epoch,0.1606059257127344,0.10515934193506837,0.055446583777666036,0.050000000745058,0.990934193134308,0.95,1.0,0.95,1.0,-0.0084126436348066,-0.0743187934988074,val_loss,800
asian_call,XLF,3456,1,trained_epoch,0.0719327809289097,0.004028904624283314,0.06790387630462638,0.0356701985001564,0.3850553631782532,0.0,0.0,0.0,0.0,-0.0134962356931708,-0.0605714476356903,val_loss,800
asian_call,XLK,1234,34,trained_epoch,0.121125241717059,0.053619002898890454,0.06750623881816856,0.0419629514217376,0.5801584124565125,0.4760760401721664,1.0,0.478622668579627,1.0,-0.0206826248649144,-0.0504169996295656,val_loss,800
asian_call,XLK,2345,75,trained_epoch,0.1162347632953616,0.06201155367583956,0.05422320961952204,0.0485787577927112,0.8120883703231812,0.5364777618364419,1.0,0.5409612625538021,1.0,-0.0063790836297323,-0.0867207167404038,val_loss,800
asian_call,XLK,3456,37,trained_epoch,0.1203248438703556,0.053922065840913795,0.0664027780294418,0.044236697256565,0.5924698710441589,0.4777618364418938,1.0,0.4854017216642755,1.0,-0.0209484303487368,-0.0522110496248517,val_loss,800
asian_call,XLV,1234,78,trained_epoch,0.0563345613296861,0.007402422499262749,0.048932138830423355,0.0560365580022335,0.3270987868309021,0.0385125184094256,0.3107511045655375,0.0148161764705882,0.125,-0.004574207564292,-0.0667491412776358,val_loss,800
asian_call,XLV,2345,70,trained_epoch,0.0981233305128535,0.05943727854809371,0.03868605196475979,0.0485492497682571,0.788378119468689,0.5131075110456553,1.0,0.516985294117647,1.0,-0.0061103781991679,-0.0488686572541208,val_loss,800
asian_call,XLV,3456,3,trained_epoch,0.1034571442939341,0.053153290245682,0.0503038540482521,0.0299346633255481,0.550361692905426,0.475,1.0,0.475,1.0,-0.0168298391834147,-0.040890632854665,val_loss,800
european_call,AAPL,1234,224,trained_epoch,0.2012923050485551,0.055374352987855674,0.14591795206069944,0.0298136584460735,0.5225284695625305,0.5,1.0,0.5,1.0,-0.0241716134399336,-0.121676024256481,val_loss,800
european_call,AAPL,2345,-1,initial_untrained,0.185974666842425,0.0046067479934336925,0.1813679188489913,0.0402433313429355,0.4390954077243805,0.0001457725947521,0.0058309037900874,0.0,0.0,-0.0298938673184778,-0.1008031542102495,val_loss,800
european_call,AAPL,3456,39,trained_epoch,0.1996080047823488,0.052862233612686396,0.14674577116966242,0.0280263610184192,0.5222101807594299,0.475,1.0,0.475,1.0,-0.0239328029043199,-0.1225370369437668,val_loss,800
european_call,IWM,1234,0,trained_epoch,0.1715706636942923,0.06562750542536377,0.10594315826892853,0.050000000745058,0.7877505421638489,0.575,1.0,0.5741584852734923,1.0,-0.0215717648310445,-0.0877963546663522,val_loss,800
european_call,IWM,2345,-1,initial_untrained,0.1226155789883743,0.004603411475003787,0.11801216751337051,0.0402481518685817,0.4391394853591919,0.0001077586206896,0.0043103448275862,0.0,0.0,-0.0266098082917063,-0.0914389435201883,val_loss,800
european_call,IWM,3456,0,trained_epoch,0.1909316324628889,0.08406981015577913,0.10686182230710978,0.050000000745058,0.8819810152053833,0.75,1.0,0.75,1.0,-0.0213675789501084,-0.0876388080004188,val_loss,800
european_call,NVDA,1234,349,trained_epoch,0.2543544563837349,0.055321911294013267,0.19903254508972162,0.0274203456938266,0.5184809565544128,0.5,1.0,0.5,1.0,-0.0418611806872939,-0.2642440565607764,val_loss,800
european_call,NVDA,2345,9,trained_epoch,0.2533495693467557,0.052902680542320016,0.20044688880443567,0.0269247107207775,0.5268056988716125,0.475,1.0,0.475,1.0,-0.0419933577553063,-0.2645351904811281,val_loss,800
european_call,NVDA,3456,19,trained_epoch,0.2543060645647347,0.05268283339217305,0.20162323117256165,0.0261411108076572,0.5052127838134766,0.475,1.0,0.475,1.0,-0.0412076227996226,-0.2668098888613961,val_loss,800
european_call,QQQ,1234,7,trained_epoch,0.146285891206935,0.05275248703546822,0.09353340417146677,0.0263656321913003,0.5120658874511719,0.475,1.0,0.475,1.0,-0.0193141005293,-0.1233330926724842,val_loss,800
european_call,QQQ,2345,-1,initial_untrained,0.1273188180598949,0.00459642329547152,0.12272239476442337,0.0402501858770847,0.4391666054725647,3.506311360448808e-05,0.0014025245441795,0.0,0.0,-0.0250710434930713,-0.0913663563983781,val_loss,800
european_call,QQQ,3456,146,trained_epoch,0.1258904417264073,0.02261360038395809,0.1032768413424492,0.061811052262783,0.4478458166122436,0.1782608695652174,0.847124824684432,0.2735549132947977,0.972543352601156,-0.0164764943791131,-0.1189453665699277,val_loss,800
european_call,SPY,1234,103,trained_epoch,0.1252044552005827,0.05263986820355058,0.07256458699703214,0.0253503210842609,0.5013116598129272,0.475,1.0,0.475,1.0,-0.0144307999613083,-0.0936107614801989,val_loss,800
european_call,SPY,2345,-1,initial_untrained,0.098215336051858,0.004600459781563815,0.09361487627029419,0.0402548089623451,0.4392202496528625,6.983240223463687e-05,0.0027932960893854,0.0,0.0,-0.019403895610737,-0.0730234485947423,val_loss,800
european_call,SPY,3456,79,trained_epoch,0.0803086180984973,0.004709260612726212,0.0755993574857711,0.0398488342761993,0.4510016441345215,0.0,0.0,0.0,0.0,-0.0180760524459353,-0.063493863472508,val_loss,800
european_call,TLT,1234,-1,initial_untrained,0.1521850439347326,0.07632484162226319,0.0758602023124694,0.050000000745058,0.8574841618537903,0.675,1.0,0.675,1.0,-0.0335819507181236,-0.1035712502068943,val_loss,800
european_call,TLT,2345,-1,initial_untrained,0.0726858336664736,0.004593919608741998,0.0680919140577316,0.0402593798935413,0.4392622709274292,0.0,0.0,0.0,0.0,-0.0243185514671168,-0.0679387698570887,val_loss,800
european_call,TLT,3456,0,trained_epoch,0.1560382416285574,0.09192615950480104,0.06411208212375635,0.050000000745058,0.9176159501075744,0.825,1.0,0.825,1.0,-0.0193213411421106,-0.0693197128259473,val_loss,800
european_call,XLE,1234,0,trained_epoch,0.2340122338570654,0.09200378024950624,0.14200845360755915,0.050000000745058,0.9253780245780944,0.825,1.0,0.825,1.0,-0.0244982335144247,-0.1316963343156708,val_loss,800
european_call,XLE,2345,-1,initial_untrained,0.1591314944326877,0.004657653242349624,0.15447384119033808,0.0402348935604095,0.4390072524547577,0.0006640625,0.0265625,0.0,0.0,-0.0292531421490859,-0.1162171394874652,val_loss,800
european_call,XLE,3456,0,trained_epoch,0.2339469929970801,0.09200604164972902,0.14194095134735107,0.050000000745058,0.9256041646003724,0.825,1.0,0.825,1.0,-0.0244812755588061,-0.1316414272619618,val_loss,800
european_call,XLF,1234,-1,initial_untrained,0.1859392338432371,0.07632434749975801,0.10961488634347909,0.050000000745058,0.8574347496032715,0.675,1.0,0.675,1.0,-0.0237803133521625,-0.149370568494002,val_loss,800
european_call,XLF,2345,-1,initial_untrained,0.1134406721021685,0.004611218514636465,0.10882945358753204,0.0402507036924362,0.4391636550426483,0.000183284457478,0.0073313782991202,0.0,0.0,-0.0235909085645644,-0.0916967826584975,val_loss,800
european_call,XLF,3456,0,trained_epoch,0.1883158060349524,0.09196661138907075,0.09634919464588165,0.050000000745058,0.921661138534546,0.825,1.0,0.825,1.0,-0.0199329309913508,-0.0812259473734431,val_loss,800
european_call,XLK,1234,225,trained_epoch,0.158064350863622,0.056770235677884424,0.10129411518573758,0.0384047403931617,0.6230292320251465,0.5034791965566715,1.0,0.5037661406025825,1.0,-0.0170559888320455,-0.1026566379836627,val_loss,800
european_call,XLK,2345,-1,initial_untrained,0.1323277693573209,0.004600201207754259,0.12772756814956665,0.0402513295412063,0.4391770958900451,7.173601147776183e-05,0.0028694404591104,0.0,0.0,-0.0265897213945023,-0.1024472062076841,val_loss,800
european_call,XLK,3456,0,trained_epoch,0.2127084010280668,0.08932058000937106,0.12338782101869573,0.050000000745058,0.9070580005645752,0.8,1.0,0.8,1.0,-0.0215988970639576,-0.0880689354879515,val_loss,800
european_call,XLV,1234,16,trained_epoch,0.1164289023168385,0.05270769255235791,0.06372120976448059,0.0268835164606571,0.5073274970054626,0.475,1.0,0.475,1.0,-0.0142942996832168,-0.066712412654477,val_loss,800
european_call,XLV,2345,-1,initial_untrained,0.0893510278017261,0.004600978985522079,0.08475004881620402,0.0402569733560085,0.4392330348491668,7.363770250368188e-05,0.0029455081001472,0.0,0.0,-0.0183150730818263,-0.0657355959581978,val_loss,800
european_call,XLV,3456,767,trained_epoch,0.1046544479106351,0.026612052497713215,0.07804239541292189,0.0631364807486534,0.4878844320774078,0.2141752577319587,0.882179675994109,0.3124264705882353,0.9808823529411764,-0.0101701269901669,-0.0587206590263282,val_loss,800
